lang;term;sentence;IS_VALID_LOAN;OTHER_LOANS;NOTES;type;source_page
el;Λέοναρντ;Ο Όιλερ εκείνη την εποχή σπούδαζε Ελληνική και Εβραϊκή θεολογία, ύστερα από προτροπή του πατέρα του, με σκοπό να γίνει πάστορας, αλλά ο Μπερνούλι κατάφερε να πείσει τον Πάουλ Όιλερ ότι ο Λέοναρντ επρόκειτο να γίνει ένας σπουδαίος μαθηματικός.;;;;wiktionary_en;Λέοναρντ Όιλερ
el;αμπρί;Σημαντικός είναι επίσης ο αρχαιολογικός χώρος του σπηλαίου Αμπρί ντε λα Μαντλέν.;;;;wiktionary_fr;Δορδόνη (νομός)
el;λιδοκαΐνη;Αναισθητικά φάρμακα, όπως η τοπική λιδοκαΐνη, μπορεί επίσης να βοηθήσουν.;;;;wiktionary_en;Φαρυγγίτιδα
el;μοντάζ;Παρά τη διαμάχη γύρω από την ιστορική απεικόνιση που κάνει, η ταινία JFK έλαβε θετικές κριτικές για τις ερμηνείες των ηθοποιών, τη σκηνοθεσία, το σενάριο, το μοντάζ και τη φωτογραφία.;;;;wiktionary_fr;JFK, η Ιστορία που Χαράχτηκε στη Μνήμη μας
el;σουτιέν;Ο σχεδιασμός του αποτελείται από δύο τρίγωνα υφάσματος που σχηματίζουν ένα σουτιέν και δύο τριγωνικά κομμάτια από ύφασμα που καλύπτουν το εφηβαίο και τους γλουτούς που συνδέονται με χορδή.;;;;wiktionary_fr;Μπικίνι
el;τζετ σκι;Το Wave Race 64 είναι βιντεοπαιχνίδι αγώνων με τζετ σκι το οποίο αναπτύχθηκε και κυκλοφόρησε από την Nintendo για την κονσόλα Nintendo 64 το 1996 σε Αμερική και Ιαπωνία και το 1997 στην Ευρώπη.;;;;wiktionary_en;Wave Race 64
el;Τζόνσον;Ο μεταλλουργός Νόρτον Τζόνσον (Norton Johnson), ιδρυτής της Βρεττανικής χημικής εταιρείας Johnson Matthey, αναφέρει το 1837 τη χρήση κραμάτων παλλαδίου σε χρονόμετρα και σε χάλυβες καθώς και οδοντιατρικά κράματα με περιεκτικότητα 80 % σε παλλάδιο και 20 % σε ασήμι.;;;;wiktionary_en;Παλλάδιο
el;ban;"Kaizoku-Ban είναι ο τίτλος του ζωντανά ηχογραφημένου ΕΡ του γερμανικού metal συγκροτήματος Accept, το οποίο κυκλοφόρησε το 1985 από την ""RCA Records"" στην Ευρώπη και από την ""Portrait Records"" στην Αμερική.";;;;cs_latin_raw;Kaizoku-Ban
el;σούπα;Η σούπα, μπορεί να περιέχει πράσινες, καφέ, κόκκινες, κίτρινες ή μαύρες φακές, με ή χωρίς φλοιό.;;;;wiktionary_fr;Φακές
el;μπαν;Ο Κροάτης Μπαν Γιούραϊ Β.;;;;noun_transliterated;Κροάτες
el;ραντό;Παραπομπές Πηγές Το λήμμα «Βαλερύ-Ραντό Ρενέ» στη Νέα Ελληνική Εγκυκλοπαίδεια «Χάρη Πάτση», τόμος 7, σελ.;;;;wiktionary_fr;Λουί Παστέρ Βαλερύ-Ραντό
el;σουπερμάρκετ;Διατίθενται πακεταρισμένα αεροστεγώς ή κονσερβοποιημένα στα σουπερμάρκετ.;;;;wiktionary_en;Αλλαντικό
el;κίουι;Το σχήμα του διαφέρει μεταξύ των διαφόρων ειδών και, μπορεί να είναι κωνικό στα κίουι, πτερυγωτό στη στρουθοκάμηλο και πτυχωμένο στα περισσότερα άλλα πτηνά.;;;;wiktionary_en;Ανατομική και φυσιολογία πτηνών
el;σεξισμός;Σεξισμός ή έμφυλη διάκριση είναι μία προκατάληψη ή διάκριση σχετικά με το φύλο ενός ατόμου (βιολογικό και κοινωνικό).;;;;wiktionary_en;Σεξισμός
el;αφίσα;Για οικονομικούς λόγους, το στούντιο έκανε πίσω και στους δύο όρους της συμφωνίας, ειδικά με την αφίσα, όπου το Τζίνι καταλάμβανε το 25% της εικόνας και άλλοι, βασικοί και δευτερεύοντες, χαρακτήρες παρουσιάζονταν πολύ μικρότεροι.;;;;wiktionary_fr;Αλαντίν (ταινία, 1992)
el;Ρότζερ;Ο σκηνοθέτης της ταινίας Ο Όλιβερ και η παρέα του Τζορτζ Σκρίμπνερ ήταν ο αρχικός σκηνοθέτης της ταινίας, με τον Ρότζερ Άλερς, ο οποίος ήταν ο κύριος συγγραφέας της ιστορίας της Πεντάμορφης και του Τέρατος τον Οκτώβριο του 1991, να προστίθεται αργότερα.;;;;wiktionary_en;Ο Βασιλιάς των Λιονταριών
el;ναΐφ;Τα πέτρινα γλυπτά του Λάβοσλαβ Τόρτι και του Πέταρ Σμάγιτς αποτελούν τα πρώτα παραδείγματα της κροατικής ναΐφ γλυπτικής.;;;;wiktionary_fr;Κροατικό Μουσείο Ναΐφ Τέχνης
el;download;Έχουν παίξει σε φεστιβάλ παγκοσμίως, συμπεριλαμβανομένων των Unholy Alliance, Download και Ozzfest.;;;;cs_latin_raw;Slayer
el;πάνελ;Οι πτέρυγες περιλάμβαναν μια ποικιλία από αγγέλους, δωρητές και Αγίους, αλλά δεν υφίσταται ποτέ άμεση οπτική επαφή και μόνο σπάνια υπήρχε μια αφηγηματική σύνδεση με τις μορφές του κεντρικού πάνελ.;;;;wiktionary_en;Πρώιμη φλαμανδική ζωγραφική
el;ατζέντα;Η φεμινιστική ατζέντα αγνοούσε το γεγονός πως πολλές γυναίκες δεν ήταν νοικοκυρές και ότι δούλευαν ολόκληρη τη ζωή τους για να βοηθήσουν τις οικογένειές τους.;;;;wiktionary_en;Γυναικισμός
el;κίνα;Όπως φαίνεται και στο σχετικό πίνακα, η χώρα με τη μεγαλύτερη παραγωγή ινδίου είναι η Κίνα η οποία καλύπτει πάνω από το 50 % της παγκόσμιας παραγωγής.;;;;wiktionary_en;Ίνδιο
el;καμβάς;1658–60 (πάνελ) Ένα ζευγάρι το πρωί – 1665 (καμβάς) Ζευγάρι με παπαγάλο – περ.;;;;wiktionary_fr;Πίτερ ντε Χόοχ
el;κολιέ;Ανάμεσα στις πιο διάσημες δημιουργίες τους είναι το δόρυ Γκούνγκνιρ και το χρυσό δαχτυλίδι Ντράουπνιρ του Οντίν, το σφυρί Μγιόλνιρ του Θωρ, τα χρυσά μαλλιά της Σιφ, το κολιέ Μπρισινγκάμεν της Φρέγια και το πλοίο Σκιντμπλάντνιρ του Φρέι.;;;;wiktionary_fr;Νάνοι Σκανδιναβικής μυθολογίας
el;αβαντάζ;Οι λόγοι για τους οποίους ένας αγώνας κρίκετ διακόπτεται μέχρι να σταματήσει η βροχή είναι οι εξής:  η βροχή κάνει την πίστα γλιστερή, δίνοντας έτσι αθέμιτο αβαντάζ στην παραταγμένη ομάδα.;;;;wiktionary_fr;Κρίκετ
el;Βρετάνη;"Η Βρετάνη αποτελεί μια ιστορική, γεωγραφική και πολιτισμική οντότητα (συχνά αποκαλείται και ""ιστορική Βρετάνη"" ώστε να διαφοροποιείται από τη διοικητική περιοχή της Βρετάνης).";;;;wiktionary_fr;Βρετάνη
el;κραγιόν;Οι παγιδευτές φορούσαν κραγιόν για να συμβολίσουν την ανεξαρτησία τους.;;;;wiktionary_fr;Κραγιόν
el;σέρβερ;Ο κύριος σκοπός της Google Αναζήτησης είναι να ψάχνει για κείμενο σε δημόσια προσβάσιμα έγγραφα που παρέχονται από σέρβερ, σε αντίθεση με άλλα δεδομένα, όπως η υπηρεσία αναζήτησης Google Images.;;;;noun_transliterated;Αναζήτηση Google
el;βαλς;Ο σύλλογος μετακόμισε στη μέχρι σήμερα έδρα του, το ΕΜ Στάντιον Βαλς-Σίτσενχαϊμ, το 2003.;;;;wiktionary_fr;ΦΚ Ρεντ Μπουλ Σάλτσμπουργκ
el;χατ τρικ;Το χατ τρικ ή χατ-τρικ (αγγλικά: hat-trick) είναι ένας όρος που χρησιμοποιείται σε διάφορα αθλήματα για να δηλώσει την εξαιρετική επίδοση ενός αθλητή, ο οποίος έχει επαναλάβει μια επιτυχία τρεις φορές, όπως τρία τέρματα ή τρεις συνεχόμενες νίκες σε αγώνες.;;;;wiktionary_en;Χατ τρικ
el;καλοριφέρ;Κοινώς, όταν λέμε καλοριφέρ εννοούμε γενικά το σύστημα θέρμανσης, ενώ σώμα καλοριφέρ εννοούμε το θερμαντικό σώμα με το οποίο μεταδίδεται η θέρμανση.;;;;wiktionary_fr;Καλοριφέρ
el;Τζούλια;2001-2010 Το 2001 η Τζούλια Ρόμπερτς πήρε στα χέρια της το πολυπόθητο Όσκαρ Α' Γυναικείου Ρόλου για την ταινία Έριν Μπρόκοβιτς.;;;;wiktionary_en;Τζούλια Ρόμπερτς
el;έκανε check;Μετά τη διάλυση των Sex Pistols, το ζευγάρι μετακόμισε στη Νέα Υόρκη και έκανε check in στο Hotel Chelsea όπου πέρασαν τον χρόνο τους καταναλώνοντας ναρκωτικά.;;;;verb_light_latin;Νάνσι Σπούνγζεν
el;Βερόνικα;Για τον 2ο κύκλο, ο συνθέτης ανακοίνωσε την κυκλοφορία μεταποιημένων ορχηστρικών και καινούριων τραγουδιών, που ερμηνεύουν οι: Θέμης Αδαμαντίδης, Μπάμπης Βελλισάριος, η Βερόνικα Νταβάκη και ο Πάνος Παπαϊωάννου.;;;;wiktionary_en;Λόγω τιμής
el;Ιλ-ντε-Φρανς;Γεωγραφικά στοιχεία Ο νομός Ιβλίν αποτελεί τμήμα της περιοχής Ιλ-ντε-Φρανς.;;;;wiktionary_fr;Ιβλίν
el;μπιμπερό;Τα μωρά γεννιούνται με ένα αντανακλαστικό πιπίλισμα που τους επιτρέπει να εξαγάγουν το γάλα από τις θηλές των μαστών ή από το μπιμπερό, καθώς και με μια ενστικτώδη συμπεριφορά γνωστή ως ριζοβολία με την οποία αναζητούν τη θηλή.;;;;wiktionary_fr;Βρέφος
el;σαμποτέρ;276  Εξωτερικοί σύνδεσμοι  Σαμποτέρ στην IMDb (Αγγλικά) Σαμποτέρ στο AllMovie (Αγγλικά) Σαμποτέρ στο Rotten Tomatoes (Αγγλικά) Σαμποτέρ στο Metacritic (Αγγλικά) Σαμποτέρ στο Box Office Mojo (Αγγλικά) Σαμποτέρ στο TCMDB (Αγγλικά) Σαμποτέρ στο AlloCine (Γαλλικά) Σαμποτέρ στο Cine.gr (αρχειοθετημένος);;;;wiktionary_fr;Σαμποτέρ (ταινία)
el;βοτανική;Στις αρχές του 13ου αιώνα ο αραβοανδαλουσιανός βιολόγος Αμπού αλ Αμπάς αλ Ναμπάτι ανέπτυξε μία επιστημονική μέθοδο για την βοτανική εισάγοντας εμπειρικές και πειραματικές μεθόδους στις δοκιμές, την περιγραφή και την αναγνώριση των διάφορων materia medica (φαρμακολογία) και διαχώρισε ανεπιβεβαίωτες αναφορές από αυτές που υποστηρίζονταν από υπαρκτές δοκιμές και παρατηρήσεις.;;;;wiktionary_fr;Ιστορία της βιολογίας
el;δημοτική;Αξίζει να αναφερθεί η απόδοση του Γεωργίου Τσουκαλά το 1954, που γνώρισε πολλές επανεκδόσεις, του Αντώνη Σιμιτζή το 1993, του Μάριου Βερέττα (αντικριστά με το πρωτότυπο) το 2005 και του Δημήτρη Καλοκύρη το 2005, και, πιο πρόσφατα, σε μεταγραφή στη δημοτική και επιμέλεια του Δημήτρη Φύσσα.;;;;wiktionary_fr;Πάπισσα Ιωάννα
el;γεωθερμικός;Στις κλειστού τύπου εφαρμογές ο γεωθερμικός εναλλάκτης (οριζόντιος ή κατακόρυφος) αποτελείται από ένα κλειστό κύκλωμα νερού που είναι θαμμένο στη γη και απορροφάει ενέργεια συνεχώς.;;;;wiktionary_fr;Αντλία θερμότητας
el;Γουόλτερ;Κατά τον παραγωγό κλασικής μουσικής Χάρι Γουόλτερ Λεγκ, η Κάλλας κατείχε το πλέον βασικό χαρακτηριστικό ενός σπουδαίου τραγουδιστή, μια άμεσα αναγνωρίσιμη φωνή.;;;;wiktionary_en;Μαρία Κάλλας
el;εποποιία;Το 1964 συνέγραψε για λογαριασμό του Γενικού Επιτελείου Στρατού το χρονικό του πολέμου, το οποίο εκδόθηκε με τον τίτλο Ελληνική Εποποιία 1940-41.;;;;wiktionary_fr;Άγγελος Τερζάκης
el;αβανγκάρντ;Χαρακτηριστικά Το είδος της αβανγκάρντ μέταλ είναι συνώνυμο με το πειραματικό μέταλ και το αβάν-μέταλ, αλλά μπορεί να αναφέρεται και σε ξεχωριστό είδος της ατμοσφαιρικής μέταλ ή της μετα-μέταλ, η οποία ονομάστηκε με αναφορά για τη μετα-ροκ.;;;;wiktionary_fr;Αβανγκάρντ μέταλ
el;οτοστόπ;Απέκτησε διεθνή φήμη με την ταινία Αγώνας επιβιώσεως και συμμετείχε σε αμερικανικές ταινίες όπως στην ταινία Το γεράκια της νύχτας και στην ταινία επιστημονικής φαντασίας Blade Runner (1982), οι οποίες του χάρισαν ρόλους πρωταγωνιστικούς όπως στις ταινίες Όστερμαν, το 48ωρο των κατασκόπων, Ο λύκος και το γεράκι, Σάρκα και αίμα, Το οτοστόπ του τρόμου, Απόδραση από το Σομπιμπόρ (για την οποία κέρδισε Χρυσή Σφαίρα Β' Ανδρικού Ρόλου), Τυφλός σαμουράι, Σώμα με σώμα και Φυλακές υψίστης ασφαλείας.;;;;wiktionary_fr;Ρούτγκερ Χάουερ
el;Φίλιπ;Κατά τον Φίλιπ Φρεντς της Guardian, η ταινία ήταν «οπτικά εκπληκτική», με την Κάλλας «στο κέντρο της μόνης της ταινίας, μια επιβλητική παρουσία με τα τεράστια καστανά μάτια της».;;;;wiktionary_en;Μαρία Κάλλας
el;hack;swiss.re), από όσους ασχολούνται με το reverse engineering, καθώς και ως domain hack για λέξεις που τελειώνουν σε -re (όπως adventu.re ή nearfutu.re), παρόμοια με τις συντομεύσεις που χρησιμοποιούνται σε άλλες καταλήξεις TLD (όπως τα bit.ly και delicio.us).;;;;cs_latin_raw;.re
el;Χάρι;Κατά τη διάρκεια των γυρισμάτων των ταινιών Χάρι Πότερ, η Γουάτσον και οι συνομήλικοί συμπρωταγωνιστές της έκαναν ιδιαίτερα μαθήματα από παιδαγωγό μέχρι και πέντε ώρες την ημέρα.;;;;wiktionary_en;Έμα Γουάτσον
el;ασανσέρ;Σήμερα έχει επικρατήσει ο γαλλικός όρος ασανσέρ για τον ανελκυστήρα ή ανυψωτήρα που χρησιμοποιείται στα πολυώροφα κτίρια.;;;;wiktionary_fr;Ανελκυστήρας
el;βίντεο;Σε διεθνείς αγώνες και σε αρκετές εθνικές επαγγελματικές διοργανώσεις υπάρχουν και 2 βοηθοί διαιτητές δίπλα στο κάθε τέρμα, καθώς και διαιτητές που έχουν τη δυνατότητα να δουν φάσεις σε βίντεο.;;;;wiktionary_en;Ποδόσφαιρο
el;σουλφίδιο;Αντίθετα, το σουλφίδιο μετατρέπεται σε υδροσουλφίδιο:  S2− + H2O → SH− + OH− Κατά την επεξεργασία με ένα οξύ, τα θειούχα άλατα μετατρέπονται σε υδρόθειο:  S2− + H+ → SH− SH− + H+ → H2S Η οξείδωση του σουλφιδίου είναι μια πολύπλοκη διαδικασία.;;;;wiktionary_en;Σουλφίδια
el;αλκοόλ;Ο Παγκόσμιος Οργανισμός Υγείας (ΠΟΥ) εκτιμά ότι υπάρχουν 283 εκατομμύρια άνθρωποι με διαταραχές χρήσης αλκοόλ παγκοσμίως (2016).;;;;wiktionary_fr;Αλκοολισμός
el;ηλεκτρικός;Ο ηλεκτρικός συσσωρευτής χαρακτηρίζεται από τη χωρητικότητα, δηλ.;;;;wiktionary_fr;Ηλεκτρική μπαταρία
